station_id,hora,dia_semana,historico_estacion_hora_dia
19,22,6,0.105263157875
19,23,6,0.078947368425
19,5,0,0.1578947368
19,6,0,0.1052631579
19,7,0,0.0
19,9,0,0.078947368425
19,10,0,0.026315789475
19,11,0,0.131578947375
19,12,0,0.48529411764999997
19,13,0,0.4705882353
19,14,0,0.3529411765
19,15,0,0.3235294118
19,16,0,0.3823529412
19,17,0,0.3823529412
19,18,0,0.3235294118
19,19,0,0.26470588235
19,20,0,0.26470588235
19,21,0,0.0882352941
19,22,0,0.0
19,23,0,0.0
19,5,1,0.1176470588
19,6,1,0.1176470588
19,7,1,0.0
19,9,1,0.0588235294
19,10,1,0.1176470588
19,11,1,0.029411764705
19,12,1,0.0588235294
19,13,1,0.1764705882
19,14,1,0.088235294105
19,15,1,0.05882352941
19,16,1,0.088235294105
19,17,1,0.23529411765
19,18,1,0.3235294118
19,19,1,0.3235294118
19,20,1,0.3529411765
19,21,1,0.3529411765
19,22,1,0.2941176471
19,23,1,0.26470588235
19,5,2,0.2058823529
19,6,2,0.117647058805
19,7,2,0.0882352941
19,8,2,0.1470588235
19,9,2,0.0588235294
19,10,2,0.117647058805
19,11,2,0.4117647059
19,12,2,0.46594427245000003
19,13,2,0.39473684210000004
19,14,2,0.23684210525
19,15,2,0.1842105263
19,16,2,0.105263157875
19,17,2,0.105263157875
19,18,2,0.105263157875
19,19,2,0.05263157895
19,20,2,0.13157894735
19,21,2,0.05263157895
19,22,2,0.026315789475
19,23,2,0.1052631579
19,5,3,0.2105263158
19,6,3,0.13157894735
19,7,3,0.05263157895
19,8,3,0.026315789475
19,9,3,0.18421052632499998
19,10,3,0.23684210525
19,11,3,0.44736842104999996
19,12,3,0.27777777775
20,9,6,0.1515151515
20,11,6,0.2424242424
20,0,0,0.2666666667
20,0,1,0.0303030303
20,8,1,0.2727272727
20,0,2,0.40625
20,0,3,0.0
22,13,3,0.22035573125
23,21,6,0.07142857143
24,21,6,0.03125
24,14,3,0.0
24,15,3,0.07142857143
24,16,3,0.2592592593
24,17,3,0.06896551724
24,18,3,0.1071428571
24,19,3,0.3214285714
24,20,3,0.1785714286
24,21,3,0.03333333333
24,22,3,0.0
24,23,3,0.0
24,5,4,0.1428571429
24,6,4,0.1428571429
24,7,4,0.3214285714
24,8,4,0.2857142857
24,9,4,0.2962962963
24,10,4,0.2592592593
24,11,4,0.07407407407
24,12,4,0.2222222222
24,13,4,0.3
24,14,4,0.1481481481
24,15,4,0.4230769231
24,16,4,0.4
24,17,4,0.08
24,18,4,0.36
24,19,4,0.36
24,20,4,0.3448275862
24,21,4,0.03333333333
24,22,4,0.03333333333
24,23,4,0.06666666667
24,5,5,0.06666666667
24,6,5,0.06666666667
24,7,5,0.1290322581
24,8,5,0.3125
24,9,5,0.5
24,10,5,0.4333333333
24,11,5,0.3666666667
24,12,5,0.4
24,13,5,0.6
24,14,5,0.5333333333
24,15,5,0.275862069
24,16,5,0.3103448276
24,17,5,0.3214285714
24,18,5,0.3214285714
24,19,5,0.40625
24,20,5,0.3548387097
24,21,5,0.3870967742
24,22,5,0.3225806452
24,23,5,0.3548387097
25,14,3,0.04347826087
25,15,3,0.08695652174
25,16,3,0.04347826087
25,17,3,0.0
25,18,3,0.04347826087
25,19,3,0.08695652174
25,20,3,0.2173913043
25,21,3,0.2608695652
25,22,3,0.1739130435
25,23,3,0.0
25,5,4,0.0
25,6,4,0.04347826087
25,7,4,0.1739130435
25,8,4,0.2608695652
25,9,4,0.2173913043
25,10,4,0.0
25,11,4,0.04347826087
25,12,4,0.1304347826
25,13,4,0.2173913043
25,14,4,0.0
25,15,4,0.09523809524
25,16,4,0.09523809524
25,17,4,0.2857142857
25,18,4,0.2857142857
25,19,4,0.4761904762
25,20,4,0.4285714286
25,21,4,0.4347826087
25,22,4,0.3913043478
25,23,4,0.2173913043
25,5,5,0.1818181818
25,6,5,0.1818181818
25,7,5,0.2272727273
25,8,5,0.1818181818
25,9,5,0.04545454545
25,10,5,0.0
25,11,5,0.1818181818
25,12,5,0.1818181818
25,13,5,0.3636363636
25,14,5,0.4090909091
25,15,5,0.5909090909
25,16,5,0.4090909091
25,17,5,0.4090909091
